year_position,player_name,year_points,matches,num_wkts,num_dots,num_fours,num_six,num_catches,num_stumpings,team_name,overseas_or_indian,ipl_year,position
72,ManishPandey,92.0,13,0,0,22,7,5,0,KKR,Indian,2015,Batsman
62,ManishPandey,91.5,12,0,0,17,9,7,0,KKR,Indian,2016,Batsman
48,ManishPandey,132.0,14,0,0,28,12,8,0,KKR,Indian,2017,Batsman
65,ManishPandey,95.0,15,0,0,22,5,9,0,SRH,Indian,2018,Batsman
58,ManishPandey,123.5,12,0,0,34,6,7,0,SRH,Indian,2019,Batsman
10,LasithMalinga,212.0,13,18,144,0,0,2,0,MI,Overseas,2009,Bowler
23,LasithMalinga,173.5,13,15,116,0,0,2,0,MI,Overseas,2010,Bowler
2,LasithMalinga,294.5,16,28,183,0,1,4,0,MI,Overseas,2011,Bowler
4,LasithMalinga,257.5,14,22,145,4,3,6,0,MI,Overseas,2012,Bowler
19,LasithMalinga,227.0,17,20,147,1,0,3,0,MI,Overseas,2013,Bowler
34,LasithMalinga,155.0,10,16,99,0,0,0,0,MI,Overseas,2014,Bowler
8,LasithMalinga,231.5,15,24,140,1,0,2,0,MI,Overseas,2015,Bowler
40,LasithMalinga,134.5,12,11,90,0,1,1,0,MI,Overseas,2017,Bowler
48,LasithMalinga,149.5,12,16,91,0,0,1,0,MI,Overseas,2019,Bowler
24,JPDuminy,171.5,13,4,44,26,11,4,0,MI,Overseas,2009,All Rounder
77,JPDuminy,74.0,7,1,13,13,5,3,0,MI,Overseas,2010,All Rounder
68,JPDuminy,113.5,10,4,44,9,8,2,0,DC,Overseas,2011,All Rounder
70,JPDuminy,111.5,9,1,22,13,11,6,0,DC,Overseas,2012,All Rounder
19,JPDuminy,200.5,14,3,60,22,20,2,0,DD,Overseas,2014,All Rounder
11,JPDuminy,218.5,14,8,33,27,20,8,0,DD,Overseas,2015,All Rounder
76,JPDuminy,69.5,10,2,12,13,3,3,0,DD,Overseas,2016,All Rounder
128,JPDuminy,22.0,6,0,6,3,1,2,0,MI,Overseas,2018,All Rounder
32,TirumalasettiSuman,126.5,12,5,31,18,8,2,0,DEC,Indian,2009,Batsman
57,TirumalasettiSuman,109.0,14,0,2,23,12,3,0,DEC,Indian,2010,Batsman
120,TirumalasettiSuman,42.0,8,0,7,5,5,2,0,MI,Indian,2011,Batsman
164,TirumalasettiSuman,8.5,2,0,0,1,1,1,0,MI,Indian,2012,Batsman
130,TirumalasettiSuman,31.5,7,1,3,8,0,2,0,PWI,Indian,2013,Batsman
36,ShadabJakati,122.5,9,13,62,3,0,3,0,CSK,Indian,2009,Bowler
43,ShadabJakati,130.0,11,13,82,0,0,1,0,CSK,Indian,2010,Bowler
52,ShadabJakati,137.5,15,10,80,0,0,9,0,CSK,Indian,2011,Bowler
66,ShadabJakati,117.5,15,9,76,0,0,4,0,CSK,Indian,2012,Bowler
145,ShadabJakati,4.0,1,0,4,0,0,0,0,RCB,Indian,2014,Bowler
102,ShadabJakati,47.0,6,2,30,0,0,4,0,GL,Indian,2016,Bowler
153,ShadabJakati,4.0,2,0,4,0,0,0,0,GL,Indian,2017,Bowler
37,ChrisGayle,120.5,7,1,32,15,10,5,0,KKR,Overseas,2009,Batsman
21,ChrisGayle,179.0,9,4,29,30,16,2,0,KKR,Overseas,2010,Batsman
1,ChrisGayle,409.5,12,8,80,57,44,2,0,RCB,Overseas,2011,Batsman
1,ChrisGayle,331.5,15,0,5,46,59,2,0,RCB,Overseas,2012,Batsman
2,ChrisGayle,349.0,16,3,10,57,51,3,0,RCB,Overseas,2013,Batsman
69,ChrisGayle,92.0,9,0,0,18,12,2,0,RCB,Overseas,2014,Batsman
7,ChrisGayle,236.0,14,0,3,39,38,1,0,RCB,Overseas,2015,Batsman
35,ChrisGayle,154.0,10,2,21,17,21,4,0,RCB,Overseas,2016,Batsman
73,ChrisGayle,91.5,9,0,0,15,14,2,0,RCB,Overseas,2017,Batsman
31,ChrisGayle,174.5,11,0,0,30,27,2,0,KXIP,Overseas,2018,Batsman
10,ChrisGayle,231.5,13,0,0,45,34,0,0,KXIP,Overseas,2019,Batsman
59,NamanOjha,81.0,8,0,0,11,11,2,4,RR,Indian,2009,Wicket keeper
24,NamanOjha,172.5,14,0,0,42,15,4,2,RR,Indian,2010,Wicket keeper
80,NamanOjha,86.0,14,0,0,11,11,8,0,DD,Indian,2011,Wicket keeper
51,NamanOjha,135.5,18,0,0,21,13,13,2,DD,Indian,2012,Wicket keeper
181,NamanOjha,5.0,2,0,0,1,0,1,0,DD,Indian,2013,Wicket keeper
58,NamanOjha,112.0,11,0,0,14,17,6,1,SRH,Indian,2014,Wicket keeper
88,NamanOjha,61.5,14,0,0,12,4,6,1,SRH,Indian,2015,Wicket keeper
69,NamanOjha,80.0,17,0,0,7,5,18,0,SRH,Indian,2016,Wicket keeper
116,NamanOjha,30.5,14,0,0,2,3,6,0,SRH,Indian,2017,Wicket keeper
148,NamanOjha,0.0,1,0,0,0,0,0,0,DD,Indian,2018,Wicket keeper
63,JesseRyder,78.0,5,3,40,9,0,2,0,RCB,Overseas,2009,Batsman
31,JesseRyder,184.0,13,4,29,37,11,4,0,PWI,Overseas,2011,Batsman
73,JesseRyder,109.0,11,1,10,23,8,4,0,PWI,Overseas,2012,Batsman
67,KevinPietersen,74.5,6,4,26,8,2,3,0,RCB,Overseas,2009,Batsman
48,KevinPietersen,121.5,7,3,18,23,8,3,0,RCB,Overseas,2010,Batsman
40,KevinPietersen,142.5,8,0,10,22,20,3,0,DD,Overseas,2012,Batsman
56,KevinPietersen,114.5,11,0,0,34,7,2,0,DD,Overseas,2014,Batsman
126,KevinPietersen,23.0,4,0,0,4,3,1,0,RPS,Overseas,2016,Batsman
69,HarmeetSinghBansal,71.5,7,3,46,0,0,6,0,DEC,Indian,2009,Bowler
69,HarmeetSinghBansal,88.0,8,8,60,0,0,0,0,DEC,Indian,2010,Bowler
134,HarmeetSinghBansal,27.5,2,3,17,0,0,0,0,DC,Indian,2011,Bowler
109,HarmeetSinghBansal,64.0,7,6,33,3,0,1,0,KXIP,Indian,2012,Bowler
109,HarmeetSinghBansal,47.0,3,5,27,0,0,1,0,KXIP,Indian,2013,Bowler
80,JohanBotha,53.0,3,3,30,5,0,0,0,RR,Overseas,2009,Bowler
34,JohanBotha,177.5,10,7,81,20,2,6,0,RR,Overseas,2011,Bowler
47,JohanBotha,139.5,11,9,87,4,1,3,0,RR,Overseas,2012,Bowler
85,JohanBotha,83.0,6,5,37,5,1,5,0,DD,Overseas,2013,Bowler
96,JohanBotha,48.5,4,1,19,5,1,4,0,KKR,Overseas,2015,Bowler
82,RaviBopara,50.0,5,0,3,8,7,1,0,KXIP,Overseas,2009,Batsman
46,RaviBopara,121.5,10,5,21,25,3,4,0,KXIP,Overseas,2010,Batsman
67,RaviBopara,99.0,9,6,37,6,6,2,0,SRH,Overseas,2015,Batsman
86,MoisesHenriques,47.0,4,2,24,2,1,3,0,KKR,Overseas,2009,All Rounder
135,MoisesHenriques,21.0,1,1,10,2,0,1,0,DC,Overseas,2010,All Rounder
55,MoisesHenriques,147.5,10,7,50,20,3,5,0,RCB,Overseas,2013,All Rounder
107,MoisesHenriques,39.0,4,4,20,1,0,1,0,SRH,Overseas,2014,All Rounder
22,MoisesHenriques,191.0,9,11,57,19,13,1,0,SRH,Overseas,2015,All Rounder
9,MoisesHenriques,217.0,17,12,89,15,6,11,0,SRH,Overseas,2016,All Rounder
52,MoisesHenriques,127.0,12,1,27,28,4,5,0,SRH,Overseas,2017,All Rounder
102,CharlLangeveldt,26.5,1,3,16,0,0,0,0,KKR,Overseas,2009,Bowler
104,CharlLangeveldt,43.5,3,5,26,0,0,0,0,KKR,Overseas,2010,Bowler
113,CharlLangeveldt,48.0,3,5,27,0,1,0,0,RCB,Overseas,2011,Bowler
104,RavichandranAshwin,25.5,2,2,11,1,0,2,0,CSK,Indian,2009,Bowler
22,RavichandranAshwin,178.0,12,13,125,2,0,1,0,CSK,Indian,2010,Bowler
7,RavichandranAshwin,237.0,16,20,157,0,0,4,0,CSK,Indian,2011,Bowler
21,RavichandranAshwin,207.5,19,14,141,2,0,5,0,CSK,Indian,2012,Bowler
32,RavichandranAshwin,193.5,18,15,121,4,0,4,0,CSK,Indian,2013,Bowler
20,RavichandranAshwin,198.5,16,16,130,4,0,1,0,CSK,Indian,2014,Bowler
32,RavichandranAshwin,175.0,14,10,114,6,1,3,0,CSK,Indian,2015,Bowler
41,RavichandranAshwin,146.5,14,10,93,3,1,3,0,RPS,Indian,2016,Bowler
41,RavichandranAshwin,159.5,14,10,77,7,5,5,0,KXIP,Indian,2018,Bowler
31,RavichandranAshwin,180.5,14,15,100,3,3,4,0,KXIP,Indian,2019,Bowler
105,MorneMorkel,25.0,2,0,20,1,0,1,0,RR,Overseas,2009,Bowler
136,MorneMorkel,20.0,2,0,15,1,0,1,0,RR,Overseas,2010,Bowler
33,MorneMorkel,177.5,11,13,115,3,2,1,0,DD,Overseas,2011,Bowler
8,MorneMorkel,244.0,16,25,154,0,0,1,0,DD,Overseas,2012,Bowler
58,MorneMorkel,141.0,10,7,91,6,3,0,0,DD,Overseas,2013,Bowler
16,MorneMorkel,205.0,12,12,148,0,0,6,0,KKR,Overseas,2014,Bowler
56,MorneMorkel,113.5,7,10,76,0,0,1,0,KKR,Overseas,2015,Bowler
46,MorneMorkel,124.0,10,10,89,0,0,0,0,KKR,Overseas,2016,Bowler
107,AnureetSingh,23.0,3,2,16,0,0,0,0,KKR,Indian,2009,Bowler
35,AnureetSingh,171.0,14,15,105,0,1,4,0,KXIP,Indian,2015,Bowler
141,AnureetSingh,12.0,2,0,12,0,0,0,0,KXIP,Indian,2016,Bowler
147,AnureetSingh,7.0,1,0,2,2,0,0,0,KXIP,Indian,2017,Bowler
135,AnureetSingh,10.0,3,1,4,0,0,1,0,RR,Indian,2018,Bowler
109,MuraliVijay,22.0,4,0,0,4,2,2,0,CSK,Indian,2009,Batsman
14,MuraliVijay,208.5,15,0,0,36,26,11,0,CSK,Indian,2010,Batsman
42,MuraliVijay,167.5,16,0,0,34,20,5,0,CSK,Indian,2011,Batsman
36,MuraliVijay,147.5,14,0,0,39,10,6,0,CSK,Indian,2012,Batsman
73,MuraliVijay,115.5,15,0,0,27,8,8,0,CSK,Indian,2013,Batsman
72,MuraliVijay,89.5,11,0,2,20,5,8,0,DD,Indian,2014,Batsman
61,MuraliVijay,109.5,11,0,4,27,8,4,0,KXIP,Indian,2015,Batsman
25,MuraliVijay,167.0,14,0,2,50,10,2,0,KXIP,Indian,2016,Batsman
146,MuraliVijay,3.5,1,0,0,0,1,0,0,CSK,Indian,2018,Batsman
126,MuraliVijay,21.0,2,0,0,6,1,1,0,CSK,Indian,2019,Batsman
117,GeorgeBailey,17.5,3,0,0,7,0,0,0,CSK,Overseas,2009,Batsman
161,GeorgeBailey,5.0,1,0,0,2,0,0,0,CSK,Overseas,2010,Batsman
65,GeorgeBailey,102.5,17,0,0,19,10,8,0,KXIP,Overseas,2014,Batsman
78,GeorgeBailey,82.0,13,0,0,22,7,1,0,KXIP,Overseas,2015,Batsman
115,GeorgeBailey,34.5,6,0,0,9,2,2,0,RPS,Overseas,2016,Batsman
126,AngeloMathews,9.5,1,0,2,2,0,1,0,KKR,Overseas,2009,All Rounder
28,AngeloMathews,166.5,14,8,58,18,8,3,0,KKR,Overseas,2010,All Rounder
75,AngeloMathews,108.5,9,7,50,5,4,3,0,PWI,Overseas,2012,All Rounder
64,AngeloMathews,127.5,11,5,50,5,10,5,0,PWI,Overseas,2013,All Rounder
41,AngeloMathews,149.0,11,7,61,12,6,5,0,DD,Overseas,2015,All Rounder
130,AngeloMathews,16.5,3,0,3,2,1,2,0,DC,Overseas,2017,All Rounder
139,PaulValthaty,2.5,2,0,0,1,0,0,0,RR,Indian,2009,Batsman
3,PaulValthaty,282.5,14,7,43,56,20,2,0,KXIP,Indian,2011,Batsman
154,PaulValthaty,13.5,6,0,1,4,0,1,0,KXIP,Indian,2012,Batsman
194,PaulValthaty,0.0,1,0,0,0,0,0,0,KXIP,Indian,2013,Batsman
5,KieronPollard,242.5,14,15,58,23,17,6,0,MI,Overseas,2010,All Rounder
30,KieronPollard,184.0,16,10,73,12,6,10,0,MI,Overseas,2011,All Rounder
10,KieronPollard,242.5,14,16,85,15,14,6,0,MI,Overseas,2012,All Rounder
7,KieronPollard,294.0,18,10,60,27,29,12,0,MI,Overseas,2013,All Rounder
38,KieronPollard,147.5,15,2,33,15,15,7,0,MI,Overseas,2014,All Rounder
13,KieronPollard,215.0,16,3,14,28,28,9,0,MI,Overseas,2015,All Rounder
59,KieronPollard,100.0,13,0,4,11,16,5,0,MI,Overseas,2016,All Rounder
22,KieronPollard,179.5,17,0,0,26,22,15,0,MI,Overseas,2017,All Rounder
98,KieronPollard,59.5,9,0,0,10,7,4,0,MI,Overseas,2018,All Rounder
53,KieronPollard,132.0,16,0,0,14,22,8,0,MI,Overseas,2019,All Rounder
35,AmbatiRayudu,148.0,14,0,0,34,13,6,1,MI,Indian,2010,Batsman
45,AmbatiRayudu,164.5,16,0,3,44,9,7,1,MI,Indian,2011,Batsman
78,AmbatiRayudu,106.5,17,0,0,21,14,2,0,MI,Indian,2012,Batsman
83,AmbatiRayudu,89.0,19,0,0,22,4,8,0,MI,Indian,2013,Batsman
54,AmbatiRayudu,120.5,15,0,0,31,8,6,0,MI,Indian,2014,Batsman
55,AmbatiRayudu,123.5,15,0,0,18,16,9,0,MI,Indian,2015,Batsman
49,AmbatiRayudu,122.0,13,0,0,28,12,4,0,MI,Indian,2016,Batsman
113,AmbatiRayudu,35.5,5,0,0,7,3,3,0,MI,Indian,2017,Batsman
9,AmbatiRayudu,256.5,16,0,0,53,34,2,0,CSK,Indian,2018,Batsman
73,AmbatiRayudu,89.5,17,0,0,20,7,6,0,CSK,Indian,2019,Batsman
36,DougBollinger,147.0,8,12,94,1,1,2,0,CSK,Overseas,2010,Bowler
32,DougBollinger,183.5,13,17,114,0,0,4,0,CSK,Overseas,2011,Bowler
99,DougBollinger,79.0,6,8,46,0,0,2,0,CSK,Overseas,2012,Bowler
42,DavidWarner,136.5,11,0,0,27,14,8,0,DC,Overseas,2010,Batsman
54,DavidWarner,133.5,13,0,0,34,11,4,0,DD,Overseas,2011,Batsman
63,DavidWarner,121.5,8,0,0,28,14,1,0,DD,Overseas,2012,Batsman
45,DavidWarner,166.5,16,0,0,41,14,6,0,DD,Overseas,2013,Batsman
18,DavidWarner,201.5,14,0,0,39,24,8,0,SRH,Overseas,2014,Batsman
3,DavidWarner,256.0,14,0,0,65,21,8,0,SRH,Overseas,2015,Batsman
2,DavidWarner,338.5,17,0,0,88,31,4,0,SRH,Overseas,2016,Batsman
2,DavidWarner,273.5,14,0,0,63,26,10,0,SRH,Overseas,2017,Batsman
13,DavidWarner,221.0,12,0,0,57,21,2,0,SRH,Overseas,2019,Batsman
52,DirkNannes,118.5,9,7,89,0,0,2,0,DC,Overseas,2010,Bowler
144,DirkNannes,20.5,2,2,11,0,0,1,0,RCB,Overseas,2011,Bowler
91,DirkNannes,71.5,5,4,50,0,0,3,0,CSK,Overseas,2013,Bowler
53,ShaunTait,118.5,8,10,70,0,1,4,0,RR,Overseas,2010,Bowler
85,ShaunTait,73.0,4,6,42,1,0,3,0,RR,Overseas,2011,Bowler
93,ShaunTait,88.5,6,6,65,0,0,1,0,RR,Overseas,2012,Bowler
140,ShaunTait,26.5,3,1,23,0,0,0,0,RR,Overseas,2013,Bowler
62,ManvinderBisla,101.0,10,0,0,27,6,5,0,KXIP,Indian,2010,Batsman
135,ManvinderBisla,27.5,5,0,0,8,0,1,2,KKR,Indian,2011,Batsman
88,ManvinderBisla,95.0,7,0,0,16,10,6,2,KKR,Indian,2012,Batsman
60,ManvinderBisla,136.0,14,0,0,36,6,7,3,KKR,Indian,2013,Batsman
147,ManvinderBisla,2.5,1,0,0,0,0,1,0,KKR,Indian,2014,Batsman
118,ManvinderBisla,21.0,2,0,0,6,1,1,0,RCB,Indian,2015,Batsman
73,UmeshYadav,78.5,7,6,55,0,0,1,0,DC,Indian,2010,Bowler
109,UmeshYadav,50.5,7,2,36,0,0,3,0,DD,Indian,2011,Bowler
16,UmeshYadav,219.0,17,19,145,0,0,3,0,DD,Indian,2012,Bowler
28,UmeshYadav,205.5,16,16,126,3,1,5,0,DD,Indian,2013,Bowler
42,UmeshYadav,138.5,12,11,95,0,0,2,0,KKR,Indian,2014,Bowler
38,UmeshYadav,155.5,12,10,92,5,1,5,0,KKR,Indian,2015,Bowler
65,UmeshYadav,87.0,9,10,46,0,1,1,0,KKR,Indian,2016,Bowler
16,UmeshYadav,186.5,14,17,117,0,0,4,0,KKR,Indian,2017,Bowler
16,UmeshYadav,223.0,14,20,148,0,0,2,0,RCB,Indian,2018,Bowler
51,UmeshYadav,137.0,11,8,88,3,1,4,0,RCB,Indian,2019,Bowler
76,AbhishekJhunjhunwala,76.0,13,0,12,16,4,4,0,RR,Indian,2010,Batsman
153,AbhishekJhunjhunwala,16.0,3,0,1,2,0,4,0,PWI,Indian,2011,Batsman
138,AbhishekJhunjhunwala,28.5,5,1,14,1,1,2,0,DC,Indian,2012,Batsman
81,RahulSharma,68.5,6,5,40,3,1,0,0,DEC,Indian,2010,Bowler
20,RahulSharma,211.0,14,16,128,1,2,7,0,PWI,Indian,2011,Bowler
74,RahulSharma,108.5,11,9,72,0,0,2,0,PWI,Indian,2012,Bowler
68,RahulSharma,124.0,11,9,85,1,0,2,0,PWI,Indian,2013,Bowler
136,RahulSharma,12.5,2,1,9,0,0,0,0,DD,Indian,2014,Bowler
82,JuanTheron,67.5,7,6,44,0,0,1,0,KXIP,Overseas,2010,Bowler
140,JuanTheron,27.5,2,2,18,1,0,0,0,DC,Overseas,2012,Bowler
133,JuanTheron,7.5,1,1,4,0,0,0,0,RR,Overseas,2015,Bowler
89,RajagopalSathish,56.0,12,2,14,11,0,3,0,MI,Indian,2010,All Rounder
150,RajagopalSathish,17.0,9,0,7,1,0,3,0,MI,Indian,2011,All Rounder
114,RajagopalSathish,41.0,9,0,1,9,5,0,0,KXIP,Indian,2013,All Rounder
133,RajagopalSathish,17.5,4,1,8,1,1,0,0,KKR,Indian,2016,All Rounder
97,CheteshwarPujara,50.5,10,0,0,14,3,2,0,KKR,Indian,2010,Batsman
160,CheteshwarPujara,12.5,7,0,0,4,0,1,0,RCB,Indian,2011,Batsman
157,CheteshwarPujara,11.0,3,0,0,1,1,2,0,RCB,Indian,2012,Batsman
119,CheteshwarPujara,37.5,4,0,0,14,0,1,0,RCB,Indian,2013,Batsman
104,CheteshwarPujara,42.5,6,0,0,17,0,0,0,KXIP,Indian,2014,Batsman
109,MitchellMarsh,37.0,3,2,24,1,1,0,0,DEC,Overseas,2010,All Rounder
92,MitchellMarsh,65.0,5,7,25,2,3,0,0,PWI,Overseas,2011,All Rounder
65,MitchellMarsh,127.0,9,7,35,6,10,7,0,PWI,Overseas,2013,All Rounder
105,MitchellMarsh,42.0,3,4,28,0,0,0,0,RPS,Overseas,2016,All Rounder
110,JaydevUnadkat,36.5,3,4,20,0,0,1,0,KKR,Indian,2010,Bowler
91,JaydevUnadkat,66.0,7,6,40,0,0,2,0,KKR,Indian,2011,Bowler
180,JaydevUnadkat,2.0,1,0,2,0,0,0,0,KKR,Indian,2012,Bowler
53,JaydevUnadkat,150.0,13,13,102,0,0,1,0,RCB,Indian,2013,Bowler
70,JaydevUnadkat,90.5,9,9,59,0,0,0,0,DD,Indian,2014,Bowler
134,JaydevUnadkat,7.0,1,0,7,0,0,0,0,DD,Indian,2015,Bowler
148,JaydevUnadkat,5.0,1,0,5,0,0,0,0,KKR,Indian,2016,Bowler
4,JaydevUnadkat,225.5,12,24,119,0,0,9,0,RPS,Indian,2017,Bowler
37,JaydevUnadkat,169.0,15,11,97,6,1,6,0,RR,Indian,2018,Bowler
68,JaydevUnadkat,103.0,11,10,58,0,0,4,0,RR,Indian,2019,Bowler
113,OwaisShah,35.0,5,0,0,7,5,0,0,KKR,Overseas,2010,Batsman
158,OwaisShah,14.5,3,0,0,1,2,2,0,KTK,Overseas,2011,Batsman
57,OwaisShah,128.5,13,0,0,24,16,5,0,RR,Overseas,2012,Batsman
186,OwaisShah,5.0,2,0,0,2,0,0,0,RR,Overseas,2013,Batsman
117,ParasDogra,32.5,9,0,0,4,5,2,0,RR,Indian,2010,Batsman
175,ParasDogra,2.5,3,0,0,0,0,1,0,KXIP,Indian,2012,Batsman
190,ParasDogra,2.5,1,0,0,0,0,1,0,KKR,Indian,2013,Batsman
118,BipulSharma,32.0,5,3,14,1,0,2,0,KXIP,Indian,2010,Bowler
115,BipulSharma,46.0,4,4,27,1,0,1,0,KXIP,Indian,2011,Bowler
129,BipulSharma,41.0,5,0,13,6,3,1,0,KXIP,Indian,2012,Bowler
158,BipulSharma,14.5,1,1,11,0,0,0,0,KXIP,Indian,2013,Bowler
115,BipulSharma,27.5,4,3,17,0,0,0,0,SRH,Indian,2015,Bowler
87,BipulSharma,56.5,7,3,21,1,5,2,0,SRH,Indian,2016,Bowler
102,BipulSharma,49.5,7,3,28,2,1,1,0,SRH,Indian,2017,Bowler
128,KedarJadhav,24.5,5,0,0,7,2,0,0,DC,Indian,2010,All Rounder
172,KedarJadhav,7.5,6,0,0,1,0,2,0,KTK,Indian,2011,All Rounder
106,KedarJadhav,52.5,12,0,0,8,5,4,2,DD,Indian,2013,All Rounder
88,KedarJadhav,64.5,10,0,0,13,7,3,0,DD,Indian,2014,All Rounder
76,KedarJadhav,84.5,14,0,0,16,7,6,2,DD,Indian,2015,All Rounder
139,KedarJadhav,14.5,4,0,0,2,2,1,0,RCB,Indian,2016,All Rounder
60,KedarJadhav,122.5,13,0,0,25,10,7,3,RCB,Indian,2017,All Rounder
136,KedarJadhav,9.5,1,0,0,1,2,0,0,CSK,Indian,2018,All Rounder
85,KedarJadhav,68.0,14,0,0,19,3,4,0,CSK,Indian,2019,All Rounder
140,EoinMorgan,18.5,6,0,0,2,1,4,0,RCB,Overseas,2010,Batsman
99,EoinMorgan,60.5,12,0,0,17,3,3,0,KKR,Overseas,2011,Batsman
61,EoinMorgan,130.5,14,0,0,28,13,6,0,KKR,Overseas,2013,Batsman
81,EoinMorgan,78.5,9,0,0,11,11,5,0,SRH,Overseas,2015,Batsman
106,EoinMorgan,41.5,7,0,0,8,4,3,0,SRH,Overseas,2016,Batsman
117,EoinMorgan,29.5,4,0,0,6,2,3,0,KXIP,Overseas,2017,Batsman
159,AaronFinch,6.5,1,0,3,0,1,0,0,RR,Overseas,2010,Batsman
126,AaronFinch,33.0,6,0,5,3,3,4,0,DD,Overseas,2011,Batsman
148,AaronFinch,20.0,2,0,0,8,0,0,0,DD,Overseas,2012,Batsman
29,AaronFinch,204.5,14,1,5,54,16,2,0,PWI,Overseas,2013,Batsman
51,AaronFinch,124.0,13,0,0,31,9,6,0,SRH,Overseas,2014,Batsman
130,AaronFinch,10.0,3,0,0,4,0,0,0,MI,Overseas,2015,Batsman
32,AaronFinch,158.5,13,0,0,45,11,3,0,GL,Overseas,2016,Batsman
36,AaronFinch,141.5,13,0,0,25,19,5,0,GL,Overseas,2017,Batsman
101,AaronFinch,53.0,10,0,0,6,8,4,0,KXIP,Overseas,2018,Batsman
166,StuartBinny,2.5,1,0,0,1,0,0,0,MI,Indian,2010,All Rounder
156,StuartBinny,14.5,6,0,1,2,1,2,0,RR,Indian,2011,All Rounder
113,StuartBinny,61.0,8,3,15,9,3,1,0,RR,Indian,2012,All Rounder
33,StuartBinny,190.0,17,6,57,25,12,3,0,RR,Indian,2013,All Rounder
89,StuartBinny,63.5,13,3,18,4,5,3,0,RR,Indian,2014,All Rounder
64,StuartBinny,103.5,13,4,56,7,1,5,0,RR,Indian,2015,All Rounder
81,StuartBinny,65.5,14,1,28,5,4,3,0,RCB,Indian,2016,All Rounder
99,StuartBinny,51.0,8,4,9,6,3,1,0,RCB,Indian,2017,All Rounder
131,StuartBinny,16.5,7,0,2,2,2,1,0,RR,Indian,2018,All Rounder
104,StuartBinny,43.0,8,1,13,5,4,0,0,RR,Indian,2019,All Rounder
172,ThisaraPerera,0.0,1,0,0,0,0,0,0,CSK,Overseas,2010,All Rounder
121,ThisaraPerera,41.0,4,2,24,4,0,0,0,KTK,Overseas,2011,All Rounder
165,ThisaraPerera,7.0,2,0,2,0,0,2,0,MI,Overseas,2012,All Rounder
8,ThisaraPerera,294.0,16,19,136,12,14,5,0,SRH,Overseas,2013,All Rounder
121,ThisaraPerera,16.0,2,1,9,0,1,0,0,KXIP,Overseas,2015,All Rounder
34,ThisaraPerera,156.0,12,9,56,7,11,5,0,RPS,Overseas,2016,All Rounder
19,DanChristian,212.0,14,11,109,9,7,7,0,DC,Overseas,2011,All Rounder
52,DanChristian,135.0,7,8,51,8,6,6,0,DC,Overseas,2012,All Rounder
159,DanChristian,14.0,2,0,14,0,0,0,0,RCB,Overseas,2013,All Rounder
29,DanChristian,157.5,13,11,74,5,5,6,0,RPS,Overseas,2017,All Rounder
107,DanChristian,39.5,4,4,22,0,1,0,0,DD,Overseas,2018,All Rounder
22,SreenathArvind,201.0,13,21,115,2,0,3,0,RCB,Indian,2011,Bowler
156,SreenathArvind,12.5,1,0,5,3,0,0,0,RCB,Indian,2012,Bowler
82,SreenathArvind,77.5,5,8,47,0,0,1,0,RCB,Indian,2015,Bowler
54,SreenathArvind,111.0,9,11,65,0,0,3,0,RCB,Indian,2016,Bowler
80,SreenathArvind,83.0,10,5,58,2,0,1,0,RCB,Indian,2017,Bowler
66,WayneParnell,117.5,8,9,75,2,1,1,0,PWI,Overseas,2011,Bowler
102,WayneParnell,76.0,6,5,51,2,0,1,0,PWI,Overseas,2012,Bowler
102,WayneParnell,56.5,4,6,33,0,0,1,0,PWI,Overseas,2013,Bowler
62,WayneParnell,108.0,8,6,82,0,0,2,0,DD,Overseas,2014,Bowler
70,ShakibAlHasan,107.5,7,11,59,4,0,0,0,KKR,Overseas,2011,All Rounder
49,ShakibAlHasan,138.0,8,12,68,6,3,1,0,KKR,Overseas,2012,All Rounder
6,ShakibAlHasan,238.5,13,11,113,22,7,3,0,KKR,Overseas,2014,All Rounder
90,ShakibAlHasan,60.5,4,4,34,5,0,0,0,KKR,Overseas,2015,All Rounder
50,ShakibAlHasan,120.5,10,5,58,7,5,4,0,KKR,Overseas,2016,All Rounder
150,ShakibAlHasan,5.0,1,0,5,0,0,0,0,KKR,Overseas,2017,All Rounder
11,ShakibAlHasan,237.0,17,14,98,26,5,3,0,SRH,Overseas,2018,All Rounder
119,ShakibAlHasan,29.0,3,2,22,0,0,0,0,SRH,Overseas,2019,All Rounder
97,MayankAgarwal,61.5,8,0,0,16,4,3,0,RCB,Indian,2011,Batsman
62,MayankAgarwal,122.5,16,0,0,19,15,9,0,RCB,Indian,2012,Batsman
128,MayankAgarwal,33.0,5,0,0,6,3,3,0,RCB,Indian,2013,Batsman
103,MayankAgarwal,43.0,8,0,0,12,3,1,0,DD,Indian,2014,Batsman
75,MayankAgarwal,89.5,10,0,0,23,7,3,0,DD,Indian,2015,Batsman
143,MayankAgarwal,11.0,3,0,0,3,1,0,0,DD,Indian,2016,Batsman
143,MayankAgarwal,10.0,3,0,0,3,0,1,0,RPS,Indian,2017,Batsman
106,MayankAgarwal,45.0,11,0,0,9,5,2,0,KXIP,Indian,2018,Batsman
54,MayankAgarwal,131.5,13,0,0,26,14,7,0,KXIP,Indian,2019,Batsman
103,TimSouthee,57.0,5,4,43,0,0,0,0,CSK,Overseas,2011,Bowler
114,TimSouthee,32.5,3,0,25,1,0,2,0,RR,Overseas,2014,Bowler
66,TimSouthee,99.5,7,6,66,1,0,4,0,RR,Overseas,2015,Bowler
