year_position,player_name,year_points,matches,num_wkts,num_dots,num_fours,num_six,num_catches,num_stumpings,team_name,overseas_or_indian,ipl_year,position
42,AmitMishra,146.0,14,13,93,0,0,3,0,DD,Indian,2016,Bowler
46,AmitMishra,132.5,14,10,78,2,2,3,0,DC,Indian,2017,Bowler
58,AmitMishra,116.0,10,12,74,0,0,0,0,DD,Indian,2018,Bowler
55,AmitMishra,129.0,11,11,83,2,0,1,0,DC,Indian,2019,Bowler
63,MarkBoucher,91.0,10,0,0,24,6,3,1,RCB,Overseas,2008,Wicket keeper
77,MarkBoucher,58.5,12,0,0,8,6,7,0,RCB,Overseas,2009,Wicket keeper
147,MarkBoucher,16.0,5,0,0,0,1,3,2,RCB,Overseas,2010,Wicket keeper
190,MarkBoucher,2.5,4,0,0,0,0,1,0,KKR,Overseas,2011,Wicket keeper
64,BrendonMcCullum,87.5,4,0,0,13,15,1,0,KKR,Overseas,2008,Wicket Keeper
33,BrendonMcCullum,124.5,13,0,0,27,12,6,0,KKR,Overseas,2009,Wicket Keeper
101,BrendonMcCullum,47.0,5,0,0,14,2,2,0,KKR,Overseas,2010,Wicket Keeper
48,BrendonMcCullum,148.5,13,0,0,35,16,2,0,KTK,Overseas,2011,Wicket Keeper
44,BrendonMcCullum,140.5,12,0,0,37,3,9,6,KKR,Overseas,2012,Wicket Keeper
189,BrendonMcCullum,2.5,1,0,0,1,0,0,0,KKR,Overseas,2013,Wicket Keeper
31,BrendonMcCullum,161.5,14,0,0,32,19,6,0,CSK,Overseas,2014,Wicket Keeper
14,BrendonMcCullum,213.0,14,0,0,51,23,2,0,CSK,Overseas,2015,Wicket Keeper
38,BrendonMcCullum,151.0,16,0,0,38,16,0,0,GL,Overseas,2016,Wicket Keeper
31,BrendonMcCullum,155.5,11,0,0,29,18,8,0,GL,Overseas,2017,Wicket Keeper
91,BrendonMcCullum,63.5,6,0,0,16,6,1,0,RCB,Overseas,2018,Wicket Keeper
65,JoginderSharma,87.0,8,8,43,1,1,4,0,CSK,Indian,2008,Bowler
115,JoginderSharma,19.5,4,2,9,0,1,0,0,CSK,Indian,2009,Bowler
129,JoginderSharma,23.5,3,2,14,0,0,1,0,CSK,Indian,2010,Bowler
176,JoginderSharma,5.0,1,0,5,0,0,0,0,CSK,Indian,2011,Bowler
68,SachinTendulkar,87.0,7,0,0,26,2,6,0,MI,Indian,2008,Batsman
27,SachinTendulkar,151.5,13,0,4,39,10,6,0,MI,Indian,2009,Batsman
7,SachinTendulkar,233.0,15,0,0,86,3,3,0,MI,Indian,2010,Batsman
25,SachinTendulkar,195.0,16,0,0,67,5,4,0,MI,Indian,2011,Batsman
71,SachinTendulkar,111.5,13,0,0,39,4,0,0,MI,Indian,2012,Batsman
69,SachinTendulkar,122.5,14,0,0,38,5,4,0,MI,Indian,2013,Batsman
69,AndrewSymonds,85.5,4,0,9,15,9,3,0,DEC,Overseas,2008,All Rounder
25,AndrewSymonds,169.0,8,7,66,15,11,1,0,DEC,Overseas,2009,All Rounder
2,AndrewSymonds,329.5,16,12,107,35,18,12,0,DEC,Overseas,2010,All Rounder
101,AndrewSymonds,59.0,11,1,10,9,3,5,0,MI,Overseas,2011,All Rounder
70,RajatBhatia,83.5,9,6,48,2,2,1,0,DC,Indian,2008,All Rounder
102,RajatBhatia,45.5,5,3,23,1,2,1,0,DC,Indian,2010,All Rounder
74,RajatBhatia,101.5,14,8,56,3,0,4,0,KKR,Indian,2011,All Rounder
33,RajatBhatia,153.5,17,13,83,4,0,6,0,KKR,Indian,2012,All Rounder
63,RajatBhatia,128.0,15,11,59,8,3,0,0,KKR,Indian,2013,All Rounder
47,RajatBhatia,131.0,12,12,56,4,3,5,0,RR,Indian,2014,All Rounder
135,RajatBhatia,7.0,2,0,7,0,0,0,0,RR,Indian,2015,All Rounder
63,RajatBhatia,89.5,10,6,54,1,2,2,0,RPS,Indian,2016,All Rounder
124,RajatBhatia,24.5,3,2,9,0,1,2,0,RPS,Indian,2017,All Rounder
72,HerschelleGibbs,83.0,9,0,0,17,8,5,0,DEC,Overseas,2008,Batsman
28,HerschelleGibbs,149.5,14,0,0,32,12,11,0,DEC,Overseas,2009,Batsman
55,HerschelleGibbs,111.5,10,0,0,26,9,6,0,DEC,Overseas,2010,Batsman
143,HerschelleGibbs,27.0,3,0,0,8,2,0,0,MI,Overseas,2012,Batsman
74,MatthewHayden,81.0,4,0,0,24,6,0,0,CSK,Overseas,2008,Batsman
6,MatthewHayden,239.5,12,0,0,60,22,5,0,CSK,Overseas,2009,Batsman
31,MatthewHayden,163.5,16,0,0,37,16,6,0,CSK,Overseas,2010,Batsman
75,WriddhimanSaha,79.5,12,0,0,12,7,8,2,KKR,Indian,2008,Wicket keeper
103,WriddhimanSaha,26.5,8,0,0,3,4,2,0,KKR,Indian,2009,Wicket keeper
106,WriddhimanSaha,41.0,13,0,0,9,1,3,3,KKR,Indian,2010,Wicket keeper
140,WriddhimanSaha,24.0,7,0,0,2,4,2,0,CSK,Indian,2011,Wicket keeper
183,WriddhimanSaha,0.0,4,0,0,0,0,0,0,CSK,Indian,2012,Wicket keeper
136,WriddhimanSaha,29.0,3,0,0,6,4,0,0,CSK,Indian,2013,Wicket keeper
25,WriddhimanSaha,175.5,17,0,0,33,18,8,4,KXIP,Indian,2014,Wicket keeper
60,WriddhimanSaha,110.0,14,0,0,16,10,11,3,KXIP,Indian,2015,Wicket keeper
57,WriddhimanSaha,101.0,12,0,0,29,1,7,3,KXIP,Indian,2016,Wicket keeper
66,WriddhimanSaha,108.0,14,0,0,20,8,10,2,KXIP,Indian,2017,Wicket keeper
96,WriddhimanSaha,61.0,11,0,0,17,1,5,1,SRH,Indian,2018,Wicket keeper
95,WriddhimanSaha,48.5,5,0,0,13,1,4,1,SRH,Indian,2019,Wicket keeper
76,ViratKohli,78.0,13,2,7,18,4,2,0,RCB,Indian,2008,Batsman
41,ViratKohli,115.5,16,0,10,22,8,9,0,RCB,Indian,2009,Batsman
47,ViratKohli,121.5,16,0,7,26,12,3,0,RCB,Indian,2010,Batsman
6,ViratKohli,241.0,16,2,23,55,16,7,0,RCB,Indian,2011,Batsman
50,ViratKohli,137.0,16,0,2,33,10,7,0,RCB,Indian,2012,Batsman
13,ViratKohli,254.5,16,0,0,64,22,7,0,RCB,Indian,2013,Batsman
48,ViratKohli,131.0,14,0,0,23,16,7,0,RCB,Indian,2014,Batsman
26,ViratKohli,187.5,16,0,2,35,23,7,0,RCB,Indian,2015,Batsman
1,ViratKohli,356.5,16,0,1,83,38,6,0,RCB,Indian,2016,Batsman
65,ViratKohli,111.0,10,0,0,23,11,6,0,RCB,Indian,2017,Batsman
20,ViratKohli,213.0,14,0,0,52,18,8,0,RCB,Indian,2018,Batsman
37,ViratKohli,173.0,14,0,0,46,13,5,0,RCB,Indian,2019,Batsman
78,MohammadKaif,76.0,16,0,0,14,6,8,0,RR,Indian,2008,Batsman
153,MohammadKaif,10.0,4,0,0,2,0,2,0,KXIP,Indian,2010,Batsman
136,MohammadKaif,27.5,8,0,0,5,0,6,0,RCB,Indian,2011,Batsman
178,MohammadKaif,2.5,1,0,0,1,0,0,0,RCB,Indian,2012,Batsman
80,BrettLee,74.0,4,4,44,2,1,3,0,KXIP,Overseas,2008,Bowler
47,BrettLee,97.5,5,5,69,2,1,1,0,KXIP,Overseas,2009,Bowler
124,BrettLee,27.5,4,0,20,1,0,2,0,KXIP,Overseas,2010,Bowler
56,BrettLee,130.5,12,5,108,0,0,2,0,KKR,Overseas,2011,Bowler
39,BrettLee,145.0,10,7,99,2,4,1,0,KKR,Overseas,2012,Bowler
100,BrettLee,60.0,3,4,34,1,2,1,0,KKR,Overseas,2013,Bowler
81,MichaelHussey,73.5,4,0,0,12,11,2,0,CSK,Overseas,2008,Batsman
162,MichaelHussey,5.0,3,0,0,2,0,0,0,CSK,Overseas,2010,Batsman
37,MichaelHussey,171.0,14,0,0,53,6,7,0,CSK,Overseas,2011,Batsman
76,MichaelHussey,108.0,8,0,0,28,8,4,0,CSK,Overseas,2012,Batsman
9,MichaelHussey,287.0,17,0,0,81,17,10,0,CSK,Overseas,2013,Batsman
80,MichaelHussey,74.5,9,0,0,17,7,3,0,MI,Overseas,2014,Batsman
117,MichaelHussey,25.5,4,0,0,5,3,1,0,CSK,Overseas,2015,Batsman
82,RavindraJadeja,72.0,14,0,6,11,6,7,0,RR,Indian,2008,All Rounder
29,RavindraJadeja,148.5,13,6,44,21,6,4,0,RR,Indian,2009,All Rounder
15,RavindraJadeja,219.5,14,8,90,20,14,1,0,KTK,Indian,2011,All Rounder
31,RavindraJadeja,176.0,19,12,65,13,9,2,0,CSK,Indian,2012,All Rounder
21,RavindraJadeja,219.0,18,13,95,17,6,6,0,CSK,Indian,2013,All Rounder
11,RavindraJadeja,218.5,16,19,102,9,5,4,0,CSK,Indian,2014,All Rounder
29,RavindraJadeja,183.0,17,11,84,7,3,13,0,CSK,Indian,2015,All Rounder
33,RavindraJadeja,158.0,15,8,71,14,4,4,0,GL,Indian,2016,All Rounder
53,RavindraJadeja,126.0,12,5,57,13,4,2,0,GL,Indian,2017,All Rounder
36,RavindraJadeja,169.5,16,11,82,3,4,11,0,CSK,Indian,2018,All Rounder
9,RavindraJadeja,234.5,16,15,128,7,4,9,0,CSK,Indian,2019,All Rounder
84,TillakaratneDilshan,69.5,7,1,3,14,3,7,0,DC,Overseas,2008,Batsman
92,TillakaratneDilshan,53.5,6,3,18,6,0,4,0,DC,Overseas,2010,Batsman
67,TillakaratneDilshan,115.0,10,1,16,33,3,1,0,RCB,Overseas,2011,Batsman
65,TillakaratneDilshan,119.0,10,0,9,33,5,4,0,RCB,Overseas,2012,Batsman
125,TillakaratneDilshan,35.0,5,0,0,12,0,2,0,RCB,Overseas,2013,Batsman
85,MahelaJayawardene,69.5,13,0,0,15,7,3,0,KXIP,Overseas,2008,Batsman
51,MahelaJayawardene,87.0,10,0,0,17,7,8,0,KXIP,Overseas,2009,Batsman
18,MahelaJayawardene,188.5,13,0,0,55,11,5,0,KXIP,Overseas,2010,Batsman
65,MahelaJayawardene,120.0,13,0,0,35,5,6,0,KTK,Overseas,2011,Batsman
61,MahelaJayawardene,123.0,16,0,0,39,3,6,0,DD,Overseas,2012,Batsman
62,MahelaJayawardene,128.5,15,0,0,39,6,4,0,DD,Overseas,2013,Batsman
86,RossTaylor,67.5,4,0,0,13,10,0,0,RCB,Overseas,2008,Batsman
44,RossTaylor,110.0,11,0,0,20,15,3,0,RCB,Overseas,2009,Batsman
112,RossTaylor,36.0,7,0,0,2,6,4,0,RCB,Overseas,2010,Batsman
95,RossTaylor,62.0,12,0,0,11,7,4,0,RR,Overseas,2011,Batsman
111,RossTaylor,62.0,12,0,0,12,7,3,0,DD,Overseas,2012,Batsman
161,RossTaylor,13.5,5,0,0,2,1,2,0,PWI,Overseas,2013,Batsman
125,RossTaylor,20.0,4,0,0,6,0,2,0,DD,Overseas,2014,Batsman
87,PradeepSangwan,67.0,7,5,47,0,0,1,0,DC,Indian,2008,Bowler
61,PradeepSangwan,104.0,8,9,70,0,0,1,0,DC,Indian,2010,Bowler
163,PradeepSangwan,8.5,1,1,5,0,0,0,0,KKR,Indian,2012,Bowler
171,PradeepSangwan,9.5,2,0,7,1,0,0,0,KKR,Indian,2013,Bowler
142,PradeepSangwan,11.5,2,0,9,0,0,1,0,GL,Indian,2016,Bowler
92,PradeepSangwan,61.5,5,5,44,0,0,0,0,GL,Indian,2017,Bowler
142,PradeepSangwan,5.0,1,0,5,0,0,0,0,MI,Indian,2018,Bowler
88,DineshKarthik,66.5,13,0,0,13,4,6,2,DC,Indian,2008,Wicket Keeper
54,DineshKarthik,116.0,14,0,0,26,6,6,6,DC,Indian,2010,Wicket Keeper
63,DineshKarthik,122.0,14,0,0,32,7,7,0,KXIP,Indian,2011,Wicket Keeper
84,DineshKarthik,99.5,17,0,0,30,2,5,2,MI,Indian,2012,Wicket Keeper
22,DineshKarthik,219.0,19,0,0,54,14,12,2,MI,Indian,2013,Wicket Keeper
45,DineshKarthik,131.0,14,0,0,28,11,7,2,DD,Indian,2014,Wicket Keeper
70,DineshKarthik,96.5,16,0,0,15,4,14,4,RCB,Indian,2015,Wicket Keeper
43,DineshKarthik,140.5,16,0,0,38,3,11,3,GL,Indian,2016,Wicket Keeper
43,DineshKarthik,133.5,14,0,0,30,11,8,0,GL,Indian,2017,Wicket Keeper
15,DineshKarthik,223.5,16,0,0,49,16,14,4,KKR,Indian,2018,Wicket Keeper
59,DineshKarthik,121.5,14,0,0,22,14,7,0,KKR,Indian,2019,Wicket Keeper
89,LukePomersbach,66.5,5,0,0,13,9,1,0,KXIP,Overseas,2008,Batsman
120,LukePomersbach,13.5,4,0,0,3,1,1,0,KXIP,Overseas,2009,Batsman
132,LukePomersbach,29.5,5,0,0,4,2,5,0,RCB,Overseas,2011,Batsman
149,LukePomersbach,16.0,3,0,0,5,1,0,0,KXIP,Overseas,2013,Batsman
90,ChamindaVaas,62.0,5,5,41,0,1,0,0,DEC,Overseas,2008,Bowler
88,ChamindaVaas,44.0,2,4,24,1,1,0,0,DEC,Overseas,2009,Bowler
63,ChamindaVaas,100.5,6,9,63,1,1,0,0,DEC,Overseas,2010,Bowler
91,VVSLaxman,61.0,6,0,0,22,1,1,0,DEC,Indian,2008,Batsman
127,VVSLaxman,8.5,5,0,0,1,1,1,0,DEC,Indian,2009,Batsman
126,VVSLaxman,26.0,6,0,0,7,1,2,0,DEC,Indian,2010,Batsman
157,VVSLaxman,14.5,3,0,0,3,2,0,0,KTK,Indian,2011,Batsman
92,RameshPowar,59.0,5,3,30,4,1,2,0,KXIP,Indian,2008,Bowler
61,RameshPowar,79.0,9,5,49,2,0,3,0,KXIP,Indian,2009,Bowler
78,RameshPowar,72.5,7,3,62,0,0,0,0,KXIP,Indian,2010,Bowler
133,RameshPowar,29.0,5,2,22,0,0,0,0,KTK,Indian,2011,Bowler
171,RameshPowar,3.0,1,0,3,0,0,0,0,KXIP,Indian,2012,Bowler
93,MuraliKartik,59.0,6,3,31,3,0,4,0,KKR,Indian,2008,Bowler
48,MuraliKartik,93.5,10,4,77,0,0,1,0,KKR,Indian,2009,Bowler
44,MuraliKartik,126.0,10,9,77,2,0,5,0,KKR,Indian,2010,Bowler
112,MuraliKartik,48.5,6,1,40,1,0,1,0,PWI,Indian,2011,Bowler
80,MuraliKartik,106.0,11,4,76,1,1,4,0,PWI,Indian,2012,Bowler
74,MuraliKartik,112.5,11,9,71,0,0,4,0,RCB,Indian,2013,Bowler
131,MuraliKartik,16.0,2,1,10,0,0,1,0,KXIP,Indian,2014,Bowler
95,DwayneSmith,58.5,4,5,25,5,1,0,0,MI,Overseas,2008,Batsman
40,DwayneSmith,116.0,8,1,30,12,15,0,0,DEC,Overseas,2009,Batsman
148,DwayneSmith,15.5,3,1,6,1,1,0,0,DEC,Overseas,2010,Batsman
77,DwayneSmith,107.0,7,2,28,18,7,1,0,MI,Overseas,2012,Batsman
31,DwayneSmith,200.5,13,2,7,40,19,8,0,MI,Overseas,2013,Batsman
2,DwayneSmith,285.5,16,4,15,50,34,5,0,CSK,Overseas,2014,Batsman
12,DwayneSmith,216.0,16,1,4,52,16,9,0,CSK,Overseas,2015,Batsman
7,DwayneSmith,229.0,12,8,40,35,16,7,0,GL,Overseas,2016,Batsman
37,DwayneSmith,139.5,12,2,17,32,8,3,0,GL,Overseas,2017,Batsman
96,JacobOram,56.0,4,3,32,1,1,3,0,CSK,Overseas,2008,All Rounder
52,JacobOram,85.5,11,5,29,5,4,5,0,CSK,Overseas,2009,All Rounder
175,JacobOram,5.5,2,1,2,0,0,0,0,RR,Overseas,2011,All Rounder
169,JacobOram,11.0,1,0,11,0,0,0,0,MI,Overseas,2013,All Rounder
97,DwarakaRaviTeja,54.0,7,1,3,10,5,2,0,DEC,Indian,2008,Batsman
101,DwarakaRaviTeja,27.5,9,0,0,7,0,4,0,DEC,Indian,2009,Batsman
87,DwarakaRaviTeja,70.0,12,0,1,17,4,5,0,DC,Indian,2011,Batsman
174,DwarakaRaviTeja,2.5,2,0,0,1,0,0,0,DC,Indian,2012,Batsman
197,DwarakaRaviTeja,0.0,2,0,0,0,0,0,0,SRH,Indian,2013,Batsman
98,HarbhajanSingh,51.5,3,5,16,1,3,2,0,MI,Indian,2008,Bowler
16,HarbhajanSingh,187.0,13,12,105,6,5,3,0,MI,Indian,2009,Bowler
8,HarbhajanSingh,224.0,15,17,102,12,5,6,0,MI,Indian,2010,Bowler
13,HarbhajanSingh,224.5,15,14,127,9,6,2,0,MI,Indian,2011,Bowler
24,HarbhajanSingh,198.5,17,6,117,14,3,6,0,MI,Indian,2012,Bowler
4,HarbhajanSingh,317.0,19,24,163,12,5,9,0,MI,Indian,2013,Bowler
14,HarbhajanSingh,206.5,14,14,138,2,2,3,0,MI,Indian,2014,Bowler
6,HarbhajanSingh,241.5,15,18,117,9,9,3,0,MI,Indian,2015,Bowler
30,HarbhajanSingh,159.0,14,9,83,11,2,4,0,MI,Indian,2016,Bowler
47,HarbhajanSingh,132.5,11,8,96,0,1,2,0,MI,Indian,2017,Bowler
59,HarbhajanSingh,113.5,13,7,68,3,1,4,0,CSK,Indian,2018,Bowler
28,HarbhajanSingh,183.0,11,16,117,0,0,4,0,CSK,Indian,2019,Bowler
103,ManojTiwary,47.5,9,0,0,16,0,3,0,DC,Indian,2008,Batsman
68,ManojTiwary,90.5,13,1,2,23,5,4,0,KKR,Indian,2010,Batsman
55,ManojTiwary,133.0,15,0,4,26,14,6,0,KKR,Indian,2011,Batsman
94,ManojTiwary,88.0,16,0,0,21,3,10,0,KKR,Indian,2012,Batsman
101,ManojTiwary,58.5,10,0,0,12,1,10,0,KKR,Indian,2013,Batsman
94,ManojTiwary,54.5,8,0,3,14,4,1,0,DD,Indian,2014,Batsman
111,ManojTiwary,28.5,5,0,0,8,1,2,0,DD,Indian,2015,Batsman
51,ManojTiwary,128.5,15,0,0,31,11,5,0,RPS,Indian,2017,Batsman
125,ManojTiwary,23.5,5,0,0,4,1,4,0,KXIP,Indian,2018,Batsman
105,CameronWhite,41.5,8,0,0,8,4,3,0,RCB,Overseas,2008,Batsman
121,CameronWhite,30.0,7,0,2,3,3,4,0,RCB,Overseas,2010,Batsman
137,CameronWhite,27.0,6,0,0,6,2,2,0,DC,Overseas,2011,Batsman
28,CameronWhite,181.0,13,0,1,41,20,3,0,DC,Overseas,2012,Batsman
79,CameronWhite,103.0,13,1,5,18,7,10,0,SRH,Overseas,2013,Batsman
111,ShreevatsGoswami,36.0,4,0,0,9,1,2,2,RCB,Indian,2008,Wicket keeper
118,ShreevatsGoswami,17.5,2,0,0,6,0,1,0,RCB,Indian,2009,Wicket keeper
163,ShreevatsGoswami,5.0,1,0,0,2,0,0,0,RCB,Indian,2010,Wicket keeper
138,ShreevatsGoswami,25.0,5,0,0,5,0,4,1,KKR,Indian,2011,Wicket keeper
134,ShreevatsGoswami,33.5,11,0,0,4,1,4,4,RR,Indian,2012,Wicket keeper
114,ShreevatsGoswami,31.0,6,0,0,6,1,5,0,SRH,Indian,2018,Wicket keeper
119,SiddharthChitnis,25.5,3,2,10,1,1,1,0,MI,Indian,2008,Batsman
138,SiddharthChitnis,2.5,1,0,0,1,0,0,0,RR,Indian,2009,Batsman
189,SiddharthChitnis,2.5,1,0,0,1,0,0,0,KXIP,Indian,2011,Batsman
146,SiddharthChitnis,23.5,6,0,0,7,1,1,0,KXIP,Indian,2012,Batsman
121,ABdeVilliers,23.5,6,0,0,5,1,3,0,DC,Overseas,2008,Batsman
116,ABdeVilliers,32.5,7,0,0,7,0,6,0,DC,Overseas,2010,Batsman
61,ABdeVilliers,124.0,16,0,0,21,14,7,2,RCB,Overseas,2011,Batsman
45,ABdeVilliers,140.0,16,0,0,26,15,4,5,RCB,Overseas,2012,Batsman
49,ABdeVilliers,157.5,14,0,0,34,15,8,0,RCB,Overseas,2013,Batsman
29,ABdeVilliers,166.5,14,0,0,26,24,7,0,RCB,Overseas,2014,Batsman
5,ABdeVilliers,247.0,16,0,0,60,22,8,0,RCB,Overseas,2015,Batsman
3,ABdeVilliers,319.5,16,0,0,57,37,19,0,RCB,Overseas,2016,Batsman
68,ABdeVilliers,101.0,9,0,0,12,16,6,0,RCB,Overseas,2017,Batsman
18,ABdeVilliers,217.5,12,0,0,39,30,6,0,RCB,Overseas,2018,Batsman
27,ABdeVilliers,183.5,13,0,0,31,26,6,0,RCB,Overseas,2019,Batsman
122,DanielVettori,23.0,2,2,16,0,0,0,0,DC,Overseas,2008,Bowler
108,DanielVettori,38.0,3,2,21,4,0,0,0,DC,Overseas,2010,Bowler
35,DanielVettori,177.0,13,12,119,1,1,4,0,RCB,Overseas,2011,Bowler
82,DanielVettori,102.0,9,5,66,3,1,3,0,RCB,Overseas,2012,Bowler
126,PankajSingh,20.5,5,0,18,0,0,1,0,RR,Indian,2008,Bowler
110,PankajSingh,21.5,3,2,12,0,0,1,0,RCB,Indian,2009,Bowler
123,PankajSingh,28.0,2,2,21,0,0,0,0,RCB,Indian,2010,Bowler
164,PankajSingh,10.5,1,0,3,0,0,3,0,RR,Indian,2011,Bowler
98,PankajSingh,81.5,6,7,57,0,0,0,0,RR,Indian,2012,Bowler
127,PinalShah,20.0,5,0,0,4,0,4,0,MI,Indian,2008,Batsman
97,PinalShah,37.0,9,0,0,4,2,6,2,MI,Indian,2009,Batsman
182,PinalShah,5.0,2,0,0,1,0,0,1,RR,Indian,2011,Batsman
130,DimitriMascarenhas,18.5,1,2,8,0,1,0,0,RR,Overseas,2008,All Rounder
49,DimitriMascarenhas,91.5,5,6,58,4,0,1,0,RR,Overseas,2009,All Rounder
120,DimitriMascarenhas,30.0,2,4,16,0,0,0,0,RR,Overseas,2010,All Rounder
107,DimitriMascarenhas,67.0,4,7,35,1,0,2,0,KXIP,Overseas,2012,All Rounder
177,DimitriMascarenhas,7.0,1,0,7,0,0,0,0,KXIP,Overseas,2013,All Rounder
135,SaurabhTiwary,13.5,3,0,0,3,1,1,0,MI,Indian,2008,Batsman
143,SaurabhTiwary,0.0,4,0,0,0,0,0,0,MI,Indian,2009,Batsman
40,SaurabhTiwary,143.0,16,0,0,29,18,3,0,MI,Indian,2010,Batsman
93,SaurabhTiwary,62.5,16,0,0,13,5,5,0,RCB,Indian,2011,Batsman
116,SaurabhTiwary,58.0,15,0,0,9,8,3,0,RCB,Indian,2012,Batsman
137,SaurabhTiwary,29.0,9,0,0,4,4,2,0,RCB,Indian,2013,Batsman
94,SaurabhTiwary,52.5,7,0,0,9,5,5,0,DD,Indian,2015,Batsman
79,SaurabhTiwary,66.5,10,0,0,17,4,4,0,RPS,Indian,2016,Batsman
125,SaurabhTiwary,22.5,1,0,0,9,0,0,0,MI,Indian,2017,Batsman
136,AjanthaMendis,12.5,1,1,9,0,0,0,0,KKR,Overseas,2008,Bowler
92,AjanthaMendis,41.5,4,3,26,0,0,2,0,KKR,Overseas,2009,Bowler
138,AjanthaMendis,19.0,2,2,12,0,0,0,0,KKR,Overseas,2010,Bowler
122,AjanthaMendis,36.0,3,2,29,0,0,0,0,PWI,Overseas,2013,Bowler
143,BharatChipli,10.0,3,0,0,3,0,1,0,RCB,Indian,2008,Batsman
86,BharatChipli,70.0,14,0,1,21,4,1,0,DC,Indian,2011,Batsman
152,BharatChipli,17.0,5,0,0,3,2,1,0,DC,Indian,2012,Batsman
180,BharatChipli,6.0,1,0,0,1,1,0,0,DD,Indian,2013,Batsman
146,BradHodge,7.5,3,0,0,2,0,1,0,KKR,Overseas,2008,Batsman
19,BradHodge,180.0,12,7,34,34,9,2,0,KKR,Overseas,2009,Batsman
93,BradHodge,53.5,4,2,8,11,1,3,0,KKR,Overseas,2010,Batsman
46,BradHodge,151.5,14,7,28,26,9,1,0,KTK,Overseas,2011,Batsman
85,BradHodge,99.5,12,1,2,18,9,7,0,RR,Overseas,2012,Batsman
72,BradHodge,117.0,17,0,3,27,9,6,0,RR,Overseas,2013,Batsman
111,BradHodge,36.0,4,0,0,4,6,2,0,RR,Overseas,2014,Batsman
149,IqbalAbdulla,6.0,1,0,6,0,0,0,0,KKR,Indian,2008,Bowler
134,IqbalAbdulla,21.5,3,1,18,0,0,0,0,KKR,Indian,2010,Bowler
23,IqbalAbdulla,197.0,15,16,131,1,0,3,0,KKR,Indian,2011,Bowler
104,IqbalAbdulla,72.5,9,4,46,0,0,5,0,KKR,Indian,2012,Bowler
96,IqbalAbdulla,65.5,5,7,41,0,0,0,0,KKR,Indian,2013,Bowler
144,IqbalAbdulla,4.5,1,0,2,0,0,1,0,RR,Indian,2014,Bowler
84,IqbalAbdulla,72.5,5,4,46,4,0,1,0,RCB,Indian,2015,Bowler
70,IqbalAbdulla,79.5,8,6,35,4,1,4,0,RCB,Indian,2016,Bowler
138,IqbalAbdulla,13.0,2,2,6,0,0,0,0,RCB,Indian,2017,Bowler
154,MithunManhas,2.5,1,0,0,0,0,1,0,DC,Indian,2008,Batsman
100,MithunManhas,47.5,9,0,0,14,0,5,0,DC,Indian,2010,Batsman
104,MithunManhas,56.5,10,0,15,8,4,3,0,PWI,Indian,2011,Batsman
124,MithunManhas,49.0,10,0,0,10,4,4,0,PWI,Indian,2012,Batsman
173,MithunManhas,7.5,3,0,0,1,0,2,0,PWI,Indian,2013,Batsman
128,MithunManhas,18.5,12,0,0,3,1,3,0,CSK,Indian,2014,Batsman
155,AjinkyaRahane,2.5,2,0,0,1,0,0,0,MI,Indian,2008,Batsman
84,AjinkyaRahane,48.5,8,1,2,12,3,1,0,MI,Indian,2009,Batsman
123,AjinkyaRahane,39.5,10,0,0,12,2,1,0,RR,Indian,2011,Batsman
7,AjinkyaRahane,245.0,16,0,0,73,10,11,0,RR,Indian,2012,Batsman
43,AjinkyaRahane,168.5,18,0,0,42,11,10,0,RR,Indian,2013,Batsman
55,AjinkyaRahane,120.5,13,0,0,38,3,6,0,RR,Indian,2014,Batsman
27,AjinkyaRahane,185.5,14,0,0,53,13,3,0,RR,Indian,2015,Batsman
16,AjinkyaRahane,184.0,14,0,0,54,9,7,0,RPS,Indian,2016,Batsman
38,AjinkyaRahane,136.5,16,0,0,35,9,7,0,RPS,Indian,2017,Batsman
55,AjinkyaRahane,125.0,15,0,0,39,5,4,0,RR,Indian,2018,Batsman
43,AjinkyaRahane,156.5,14,0,0,45,9,5,0,RR,Indian,2019,Batsman
157,SrikkanthAnirudha,0.0,1,0,0,0,0,0,0,CSK,Indian,2008,Batsman
116,SrikkanthAnirudha,45.5,9,0,0,6,3,8,0,CSK,Indian,2011,Batsman
160,SrikkanthAnirudha,9.5,4,0,0,1,2,0,0,CSK,Indian,2012,Batsman
192,SrikkanthAnirudha,0.0,1,0,0,0,0,0,0,CSK,Indian,2013,Batsman
151,SrikkanthAnirudha,0.0,1,0,0,0,0,0,0,SRH,Indian,2014,Batsman
160,SunnySohal,0.0,2,0,0,0,0,0,0,KXIP,Indian,2008,Batsman
79,SunnySohal,55.5,8,0,0,9,8,2,0,KXIP,Indian,2009,Batsman
76,SunnySohal,97.5,11,0,0,25,10,0,0,DC,Indian,2011,Batsman
161,ManishPandey,0.0,3,0,0,0,0,0,0,MI,Indian,2008,Batsman
72,ManishPandey,66.5,5,0,0,17,4,4,0,RCB,Indian,2009,Batsman
56,ManishPandey,109.5,13,0,0,27,7,7,0,RCB,Indian,2010,Batsman
73,ManishPandey,103.5,10,0,0,28,6,5,0,PWI,Indian,2011,Batsman
114,ManishPandey,58.5,10,0,0,12,6,3,0,PWI,Indian,2012,Batsman
105,ManishPandey,53.0,7,0,0,11,3,6,0,PWI,Indian,2013,Batsman
49,ManishPandey,130.0,16,0,0,35,10,3,0,KKR,Indian,2014,Batsman
